sequence,seqid,label
MRVL RVLH VLHF LHFF HFFK FFKT FKTY KTYW TYWP YWPD WPDT PDTF DTFG TFGG FGGI GGIE GIER IERT ERTI RTIH TIHA IHAI HAIA AIAK IAKG AKGV KGVA GVAE VAEH AEHG EHGI HGIA GIAS IASD ASDV SDVL DVLS VLSL LSLS SLSA LSAK SAKP AKPE KPEE PEEN EENT ENTR NTRN TRNF RNFD NFDG FDGH DGHM GHMA HMAY MAYK AYKA YKAK KAKL AKLD KLDL LDLE DLEF LEFA EFAS FAST ASTG STGL TGLS GLSR LSRD SRDV RDVF DVFS VFSR FSRF SRFR RFRE FREL RELS ELSS LSSQ SSQA SQAD QADV ADVI DVIH VIHY IHYH HYHF YHFP HFPW FPWP PWPM WPMS PMSD MSDI SDIV DIVQ IVQI VQIG QIGV IGVR GVRP VRPD RPDK PDKP DKPT KPTI PTIV TIVT IVTY VTYH TYHS YHSD HSDI SDIV DIVK IVKQ VKQK KQKL QKLL KLLL LLLQ LLQF LQFY QFYR FYRP YRPL RPLM PLMN LMNR MNRF NRFL RFLG FLGS LGSV GSVD SVDR VDRI DRIV RIVA IVAT VATS ATSP TSPN SPNY PNYL NYLA YLAT LATS ATSD TSDV SDVL DVLQ VLQR LQRF QRFS RFSD FSDK SDKT DKTT KTTV TTVI TVIP VIPL IPLG PLGL LGLD GLDE LDES DESD ESDY SDYS DYSA YSAA SAAD AADA ADAT DATT ATTK TTKA TKAR KARW ARWR RWRE WRER RERF ERFP RFPR FPRP PRPF RPFF PFFL FFLF FLFV LFVG FVGV VGVL GVLR VLRY LRYY RYYK YYKG YKGL KGLR GLRT LRTL RTLL TLLA LLAA LAAA AAAR AART ARTS RTSD TSDI SDID DIDI IDIV DIVI IVIV VIVG IVGD VGDG GDGP DGPM GPMK PMKP MKPQ KPQL PQLI QLIA LIAY IAYA AYAN YANE ANEH NEHN EHNL HNLS NLSH LSHV SHVH HVHF VHFA HFAG FAGA,VFG011453,VFC0204
MILP ILPV LPVF PVFV VFVI FVIN VINM INMA NMAS MASQ ASQP SQPA QPAA PAAY AAYK AYKT YKTV KTVA TVAA VAAS AASI ASIE SIEA IEAY EAYG AYGQ YGQG GQGF QGFQ GFQL FQLH QLHR LHRI HRID RIDA IDAV DAVN AVNG VNGH NGHT GHTA HTAT TATQ ATQR TQRI QRIG RIGI IGID GIDD IDDA DDAR DARF ARFD RFDA FDAI DAIN AING INGR NGRE GREM REML EMLP MLPG LPGE PGEY GEYG EYGC YGCY GCYR CYRS YRSH RSHS SHSK HSKA SKAL KALE ALES LESF ESFL SFLS FLSD LSDG SDGS DGSP GSPY SPYG PYGL YGLI GLIL LILE ILED LEDD EDDV DDVV DVVF VVFT VFTE FTET TETT ETTS TTSA TSAR SARI ARIH RIHD IHDI HDII DIIK IIKS IKSL KSLP SLPD LPDF PDFD DFDV FDVV DVVK VVKL VKLV KLVN LVNH VNHR NHRS HRSP RSPL SPLF PLFM LFMS FMSL MSLL SLLE LLET LETD ETDA TDAG DAGD AGDR GDRI DRIG RIGR IGRA GRAI RAIH AIHG IHGP HGPQ GPQG PQGS QGSA GSAA SAAA AAAY AAYL AYLV YLVS LVSR VSRE SREG REGA EGAR GARK ARKL RKLL KLLS LLSA LSAL SALS ALST LSTM STME TMEL MELP ELPW LPWD PWDV WDVA DVAM VAME AMER MERF ERFW RFWH FWHH WHHK HHKA HKAR KARL ARLF RLFS LFSS FSSD SSDE SDEN DENI ENIL NILA ILAF LAFS AFSS FSSH SSHS SHSE HSEI SEIS EISN ISNI SNIS NISD ISDQ SDQN DQNS QNSG NSGY SGYD GYDE YDEA DEAK EAKH AKHP KHPW HPWY PWYM WYMR YMRL MRLR RLRT LRTS RTSL TSLF SLFR LFRT FRTF RTFD TFDY FDYY DYYV YYVR YVRV VRVH RVHH VHHT HHTL HTLL TLLQ LLQP LQPQ QPQN PQNP,VFG011505,VFC0204
MTLS TLSG LSGQ SGQV GQVP QVPV VPVR PVRE VREV REVE EVEV VEVV EVVA VVAP VAPN APNF PNFK NFKR FKRR KRRL RRLS RLSG LSGV SGVT GVTS VTST TSTI STIV TIVQ IVQL VQLI QLIP LIPL IPLQ PLQR LQRA QRAM RAMG AMGL MGLK GLKI LKIA KIAT IATM ATMG TMGP MGPG GPGL PGLP GLPD LPDT PDTL DTLP TLPH LPHL PHLG HLGW LGWS GWSA WSAL SALP ALPS LPSF PSFW SFWS FWSR WSRP SRPK RPKT PKTR KTRR TRRF RRFR RFRI FRIW RIWH IWHA WHAR HARR ARRN RRNI RNIE NIEM IEML EMLA MLAG LAGI AGIF GIFM IFMR FMRD MRDV RDVL DVLR VLRM LRMK RMKL MKLR KLRL LRLV RLVF LVFT VFTS FTSA TSAA SAAQ AAQR AQRH QRHH RHHK HHKP HKPF KPFT PFTK FTKW TKWL KWLI WLIR LIRR IRRM RRMN RMNA MNAV NAVI AVIA VIAT IATS ATSV TSVR SVRS VRSG RSGS SGSF GSFL SFLE FLEV LEVP EVPH VPHQ PHQV HQVI QVIM VIMH IMHG MHGV HGVD GVDL VDLE DLER LERF ERFH RFHP FHPP HPPL PPLA PLAE LAED AEDD EDDD DDDF DDFS DFSA FSAS SASG ASGL SGLP GLPG LPGK PGKY GKYA KYAV YAVG AVGC VGCF GCFG CFGR FGRV GRVR RVRP VRPS RPSK PSKG SKGT KGTD GTDL TDLF DLFV LFVD FVDA VDAM DAMI AMIA MIAL IALL ALLP LLPK LPKY PKYP KYPD YPDW PDWT DWTA WTAI TAIV AIVT IVTG VTGR TGRT GRTT RTTA TTAE TAEY AEYQ EYQA YQAF QAFE AFEA FEAE EAEL AELR ELRT LRTR RTRI TRIA RIAA IAAA AAAG AAGL AGLQ GLQD LQDR QDRI DRIL RILI ILIL LILG ILGE LGEV GEVP EVPD VPDV PDVR DVRV VRVW RVWY VWYR WYRR YRRL,VFG011510,VFC0204
MNKL NKLG KLGV LGVF GVFI VFIG FIGY IGYN GYNP YNPG NPGQ PGQL GQLD QLDP LDPY DPYQ PYQG YQGI QGIS GISR ISRL SRLI RLIA LIAF IAFV AFVI FVIK VIKG IKGA KGAL GALN ALNQ LNQG NQGS QGSG GSGV SGVT GVTI VTIA TIAC IACP ACPG CPGW PGWL GWLK WLKD LKDD KDDV DDVR DVRV VRVL RVLL VLLE LLED LEDA EDAD DADI ADIP DIPL IPLE PLEA LEAV EAVK AVKI VKII KIIA IIAT IATN ATNG TNGQ NGQP GQPP QPPL PPLA PLAS LASL ASLW SLWK LWKL WKLR KLRD LRDK RDKF DKFR KFRK FRKR RKRR KRRT RRTS RTSK TSKR SKRK KRKR RKRL KRLW RLWL LWLE WLER LERY ERYG RYGK YGKN GKNV KNVA NVAN VANF ANFV NFVA FVAE VAEW AEWL EWLS WLSL LSLR SLRS LRSY RSYW SYWG YWGI WGIF GIFL IFLG FLGA LGAA GAAA AAAI AAIA AIAV IAVV AVVT VVTI VTIL TILL ILLA LLAV LAVP AVPI VPIA PIAI IAIA AIAF IAFT AFTA FTAL TALI ALIG LIGL IGLL GLLF LLFA LFAR FARR ARRL RRLI RLIR LIRR IRRV RRVI RVIR VIRS IRSK RSKL SKLG KLGL LGLF GLFF LFFH FFHK FHKN HKNA KNAN NANQ ANQF NQFN QFNK FNKL NKLM KLMS LMSS MSSD SSDE SDET DETI ETID TIDR IDRM DRMR RMRE MRER RERE EREF REFS EFSL FSLL SLLM LLMK LMKK MKKI KKIN KINA INAQ NAQK AQKD QKDI KDIK DIKV IKVW KVWY VWYV WYVP YVPA VPAM PAMF AMFW MFWP FWPE WPEV PEVA EVAN VANI ANIK NIKS IKSK KSKI SKIV KIVM IVMA VMAA MAAP AAPD APDI PDIV DIVF IVFF VFFD FFDY FDYP DYPG YPGN PGNF GNFR NFRG FRGI RGIR GIRE IREH REHN EHNS,VFG011515,VFC0204
MRFL RFLL FLLV LLVS LVSF VSFF SFFV FFVS FVSA VSAL SALL ALLC LLCG LCGI CGIG GIGL IGLF GLFL LFLL FLLS LLSH LSHL SHLL HLLP LLPA LPAN PANF ANFL NFLA FLAA LAAR AARM ARMS RMSS MSSR SSRS SRSN RSNH SNHS NHSI HSIA SIAA IAAR AARQ ARQI RQIG QIGG IGGL GGLA GLAL LALI ALIP LIPA IPAI PAIL AILV ILVT LVTL VTLA TLAI LAIF AIFA IFAP FAPD APDL PDLE DLEV LEVN EVNM VNMQ NMQL MQLF QLFL LFLC FLCL LCLS CLSG LSGA SGAS GASL ASLL SLLL LLLW LLWV LWVV WVVG VVGG VGGL GGLD GLDD LDDR DDRY DRYE RYEL YELS ELSE LSEI SEII EIIR IIRL IRLG RLGS LGSQ GSQL SQLL QLLA LLAA LAAI AAIT AITV ITVL TVLY VLYG LYGL YGLG GLGP LGPD GPDF PDFR DFRL FRLL RLLP LLPN LPNL PNLL NLLP LLPY LPYW PYWL YWLE WLEA LEAT EATL ATLI TLIV LIVF IVFA VFAL FALI ALII LIIA IIAI IAIN AINV INVT NVTN VTNF TNFM NFMD FMDG MDGL DGLD GLDL LDLM DLMT LMTV MTVA TVAG VAGL AGLG GLGV LGVP GVPL VPLV PLVG LVGI VGIA GIAL IALL ALLG LLGA LGAL GALG ALGL LGLT GLTG LTGL TGLT GLTS LTSS TSSG SSGI SGIG GIGA IGAV GAVA AVAA VAAG AAGG AGGL GGLL GLLG LLGF LGFA GFAL FALF ALFN LFNR FNRP NRPP RPPA PPAS PASI ASIF SIFL IFLG FLGD LGDS GDSG DSGS SGSP GSPP SPPL PPLG PLGL LGLI GLIV LIVG IVGT VGTA GTAL TALL ALLL LLLL LLLA LLAR LARE ARET RETH ETHI THIV HIVV IVVA VVAL VALV ALVL LVLP VLPL LPLY PLYY LYYI YYIL YILD ILDA LDAG DAGT AGTT GTTI,VFG011519,VFC0204
MSSN SSNS SNSL NSLK SLKF LKFG KFGT FGTS GTSG TSGL SGLR GLRG LRGL RGLA GLAV LAVE AVEL VELN ELNG LNGL NGLP GLPA LPAY PAYA AYAY YAYT AYTM YTMA TMAF MAFV AFVQ FVQM VQML QMLA MLAA LAAK AAKG AKGQ KGQL GQLQ QLQK LQKG QKGD KGDK GDKV DKVF KVFV VFVG FVGR VGRD GRDL RDLR DLRP LRPS RPSS PSSP SSPD SPDI PDIA DIAA IAAL AALA ALAM LAMG AMGA MGAI GAIE AIED IEDA EDAG DAGF AGFT GFTP FTPV TPVN PVNC VNCG NCGV CGVL GVLP VLPT LPTP PTPA TPAL PALS ALSY LSYY SYYA YYAM YAMG AMGA MGAK GAKA AKAP KAPS APSI PSIM SIMV IMVT MVTG VTGS TGSH GSHI SHIP HIPD IPDD PDDR DDRN DRNG RNGL NGLK GLKF LKFY KFYR FYRR YRRD RRDG RDGE DGEI GEID EIDK IDKD DKDD KDDE DDEA DEAA EAAI AAIS AISA ISAA SAAY AAYR AYRK YRKL RKLP KLPA LPAI PAIL AILA ILAA LAAR AARK ARKH RKHV KHVG HVGS VGST GSTE STET TETD ETDA TDAA DAAL AALQ ALQA LQAY QAYA AYAD YADR ADRY DRYA RYAG YAGF AGFL GFLG FLGK LGKG GKGS KGSL GSLN SLNG LNGL NGLR GLRV LRVG RVGV VGVY GVYQ VYQH YQHS QHSS HSSV SSVA SVAR VARD ARDL RDLL DLLM LLMY LMYL MYLL YLLT LLTT LTTL TTLG TLGV LGVE GVEP VEPV EPVA PVAL VALG ALGR LGRS GRSD RSDI SDIF DIFV IFVP FVPV VPVD PVDT VDTE DTEA TEAL EALR ALRP LRPE RPED PEDI EDIA DIAL IALL ALLA LLAQ LAQW AQWG QWGK WGKS GKSD KSDR SDRL DRLD RLDA LDAI DAIV AIVS IVST VSTD STDG TDGD DGDA GDAD DADR ADRP DRPL RPLI PLIA,VFG011524,VFC0204
MSFI SFIP FIPV IPVI PVII VIIS IISG ISGG SGGS GGSG GSGS SGSR GSRL SRLW RLWP LWPL WPLS PLSR LSRD SRDA RDAH DAHP AHPK HPKP PKPF KPFI PFIK FIKL IKLP KLPD LPDG PDGE DGET GETL ETLI TLIG LIGK IGKT GKTY KTYA TYAR YARA ARAS RASR ASRL SRLV RLVN LVNA VNAE NAEQ AEQI EQIL QILT ILTV LTVT TVTN VTNR TNRD NRDF RDFL DFLF FLFL LFLT FLTL LTLD TLDA LDAY DAYA AYAA YAAA AAAG AAGA AGAA GAAQ AAQM AQME QMEN MENT ENTF NTFL TFLL FLLE LLEP LEPL EPLG PLGR LGRD GRDT RDTA DTAP TAPA APAV PAVA AVAL VALA ALAA LAAL AALH ALHA LHAA HAAE AAEA AEAY EAYG AYGP YGPD GPDA PDAT DATL ATLL TLLV LLVM LVMP VMPA MPAD PADH ADHL DHLI HLIE LIED IEDE EDEQ DEQA EQAF QAFA AFAE FAEA AEAV EAVA AVAK VAKA AKAR KARA ARAL RALA ALAE LAEA AEAG EAGR AGRI GRIV RIVT IVTF VTFG TFGI FGIV GIVP IVPD VPDR PDRP DRPE RPET PETG ETGF TGFG GFGY FGYI GYIE YIEV IEVQ EVQG VQGT QGTD GTDV TDVQ DVQR VQRF QRFV RFVE FVEK VEKP EKPD KPDE PDEA DEAT EATA ATAQ TAQT AQTY QTYV TYVE YVES VESG ESGR SGRY GRYF RYFW YFWN FWNS WNSG NSGM SGMF GMFC MFCF FCFK CFKA FKAL KALS ALSM LSMI SMID MIDA IDAM DAMQ AMQR MQRY QRYA RYAP YAPQ APQV PQVL QVLA VLAG LAGA AGAR GARA ARAA RAAL AALA ALAQ LAQA AQAR QARR ARRG RRGN RGNN GNNG NNGE NGET GETK ETKT TKTL KTLE TLEI LEIA EIAR IARD ARDE RDEF DEFA EFAA FAAT AATP ATPA TPAI PAIS AISI ISID,VFG011528,VFC0204
MASE ASEA SEAP EAPP APPF PPFW PFWW FWWD WWDE WDEP DEPD EPDW PDWR DWRA WRAL RALA ALAL LALA ALAP LAPA APAA PAAW AAWI AWIY WIYG IYGR YGRV GRVS RVSG VSGR SGRR GRRL RRLI RLIR LIRA IRAV RAVP AVPP VPPR PPRV PRVS RVSL VSLP SLPV LPVL PVLC VLCV LCVG CVGN VGNF GNFT NFTV FTVG TVGG VGGA GGAG GAGK AGKT GKTP KTPT TPTA PTAI TAIA AIAF IAFA AFAR FARG ARGA RGAI GAIA AIAR IARG ARGM RGMK GMKP MKPG KPGI PGIV GIVS IVSR VSRG SRGY RGYG GYGG YGGN GGNY GNYS NYSG YSGL SGLH GLHL LHLV HLVD LVDP VDPG DPGH PGHD GHDG HDGA DGAR GARH ARHV RHVG HVGD VGDE GDEP DEPL EPLL PLLL LLLA LLAR LARH ARHA RHAA HAAV AAVA AVAL VALS ALSP LSPD SPDR PDRV DRVK RVKA VKAA KAAE AAEY AEYL EYLK YLKS LKSL KSLG SLGC LGCD GCDF CDFI DFII FIIM IIMD IMDD MDDG DDGF DGFQ GFQS FQSA QSAR SARL ARLH RLHA LHAD HADF ADFS DFSL FSLL SLLV LLVV LVVD VVDA VDAS DASR ASRG SRGI RGIG GIGN IGNG GNGR NGRV GRVI RVIP VIPA IPAG PAGP AGPL GPLR PLRA LRAP RAPL APLT PLTD LTDQ TDQM DQMR QMRK MRKT RKTD KTDA TDAL DALL ALLC LLCI LCIG CIGK IGKG GKGN KGNG GNGA NGAD GADF ADFV DFVI FVIR VIRQ IRQA RQAA QAAR AARA ARAG RAGR AGRP GRPI RPIY PIYH IYHA YHAQ HAQL AQLR QLRP LRPS RPSS PSSS SSSA SSAT SATV ATVA TVAG VAGR AGRR GRRW RRWL RWLA WLAF LAFA AFAG FAGI AGIG GIGN IGNP GNPD NPDK PDKF DKFY KFYE FYES YESV ESVR SVRQ VRQA RQAG,VFG011533,VFC0204
MSER SERW ERWA RWAR WARS ARSI RSIL SILS ILSA LSAY SAYR AYRF YRFL RFLG FLGS LGSA GSAA SAAY AAYP AYPF YPFV PFVG FVGS VGSY GSYI SYIA YIAY IAYR AYRA YRAS RASR ASRG SRGK RGKE GKED KEDR EDRS DRSR RSRR SRRG RRGE RGER GERY ERYG RYGK YGKS GKSA KSAI SAIA AIAR IARP ARPQ RPQG PQGP QGPV GPVI PVIW VIWA IWAH WAHA AHAA HAAS AASV ASVG SVGE VGET GETI ETIA TIAL IALV ALVP LVPL VPLV PLVE LVER VERI ERIV RIVA IVAT VATG ATGI TGIH GIHV IHVV HVVM VVMT VMTT MTTG TTGT TGTV GTVT TVTS VTSA TSAK SAKV AKVV KVVA VVAD VADQ ADQL DQLG QLGS LGSR GSRV SRVI RVIH VIHQ IHQY HQYA QYAP YAPL APLD PLDL LDLQ DLQP LQPA QPAV PAVD AVDH VDHF DHFL HFLD FLDH LDHW DHWK HWKP WKPD KPDL PDLV DLVI LVIG VIGC IGCE GCES CESE ESEV SEVW EVWP VWPA WPAT PATV ATVL TVLS VLSL LSLG SLGS LGSR GSRH SRHI RHIP HIPH IPHV PHVL HVLV VLVN LVNG VNGR NGRM GRMS RMSD MSDR SDRS DRSF RSFA SFAA FAAW AAWQ AWQK WQKR QKRP KRPA RPAL PALA ALAE LAEA AEAL EALF ALFE LFEN FENF ENFA NFAH FAHV AHVV HVVA VVAQ VAQS AQSE QSEL SELD ELDG LDGE DGER GERF ERFR RFRA FRAL RALG ALGA LGAR GARP ARPV RPVS PVSV VSVS SVSG VSGN SGNL GNLK NLKV LKVD KVDT VDTP DTPP TPPP PPPP PPPS PPSD PSDP SDPQ DPQA PQAM QAMS AMSL MSLM SLMQ LMQR MQRQ QRQV RQVA QVAG VAGR AGRR GRRT RRTW RTWA TWAA WAAI AAIS AIST ISTH STHD THDG HDGE DGEE GEEE EEEI EEIA,VFG011535,VFC0086
MKEA KEAS EASA ASAT SATQ ATQT TQTI QTIA TIAL IALV ALVD LVDD VDDD DDDR DDRN DRNI RNIL NILT ILTS LTSV TSVS SVSI VSIA SIAL IALE ALES LESE ESEG SEGY EGYR GYRV YRVE RVET VETY ETYT TYTD YTDG TDGA DGAS GASA ASAL SALD ALDG LDGL DGLM GLMA LMAR MARP ARPP RPPN PPNL PNLA NLAI LAIF AIFD IFDI FDIK DIKM IKMP KMPR MPRM PRMD RMDG MDGM DGME GMEL MELL ELLR LLRR LRRL RRLR RLRQ LRQK RQKS QKSD KSDL SDLP DLPV LPVI PVIF VIFL IFLT FLTS LTSK TSKD SKDD KDDE DDEI DEID EIDE IDEL DELF ELFG LFGL FGLK GLKM LKMG KMGA MGAD GADD ADDF DDFI DFIT FITK ITKP TKPF KPFS PFSQ FSQR SQRL QRLL RLLV LLVE LVER VERV ERVK RVKA VKAV KAVL AVLR VLRR LRRV RRVA RVAA VAAR AARD ARDG RDGT DGTA GTAK TAKP AKPA KPAG PAGQ AGQQ GQQA QQAK QAKS AKSL KSLE SLER LERG ERGQ RGQL GQLV QLVM LVMD VMDQ MDQE DQER QERH ERHT RHTC HTCT TCTW CTWK TWKG WKGE KGEP GEPV EPVT PVTL VTLT TLTV LTVT TVTE VTEF TEFL EFLI FLIL LILH ILHS LHSL HSLA SLAQ LAQR AQRP QRPG RPGV PGVV GVVK VVKS VKSR KSRD SRDA RDAL DALM ALMD LMDA MDAA DAAY AAYD AYDE YDEQ DEQV EQVY QVYV VYVD YVDD VDDR DDRT DRTI RTID TIDS IDSH DSHI SHIK HIKR IKRL KRLR RLRK LRKK RKKF KKFK KFKA FKAV KAVD AVDD VDDS DDSF DSFE SFEM FEMI EMIE MIET IETL ETLY TLYG LYGV YGVG GVGY VGYR GYRF YRFR RFRE FREA,VFG011626,VFC0086
MVAE VAET AETQ ETQK TQKD QKDS KDSL DSLS SLSG LSGM SGMR GMRE MRER RERR ERRA RRAR RARR ARRQ RRQR RQRS QRSV RSVF SVFL VFLR FLRR LRRF RRFL RFLS FLSP LSPL SPLR PLRK LRKF RKFL KFLG FLGQ LGQY GQYL QYLF YLFS LFSS FSSL SSLT SLTR LTRR TRRI RRIL RILF ILFL LFLN FLNL LNLA NLAA LAAL AALA ALAV LAVL AVLV VLVS LVSG VSGI SGIL GILY ILYM LYMN YMNQ MNQF NQFR QFRE FREG REGL EGLI GLID LIDA IDAK DAKI AKIE KIES IESL ESLL SLLT LLTQ LTQG TQGK QGKI GKII KIIA IIAA IAAA AAAI AAIS AISA ISAS SASV ASVT SVTV VTVD TVDT VDTN DTNS TNSL NSLL SLLI LLID LIDP IDPE DPEK PEKL EKLL KLLE LLEL LELQ ELQA LQAG QAGQ AGQS GQSI QSIT SITP ITPS TPSP PSPD SPDS PDSP DSPD SPDN PDNW DNWE NWEF WEFP EFPI FPIN PINP INPE NPEK PEKV EKVS KVSP VSPL SPLL PLLR LLRQ LRQL RQLI QLIS LISP ISPT SPTS PTST TSTR STRA TRAR RARI ARIY RIYD IYDR YDRY DRYA RYAN YANK ANKL NKLL KLLD LLDS LDSR DSRA SRAL RALY ALYS LYST YSTS STSF TSFP SFPS FPSS PSSG SSGP SGPV GPVL PVLR VLRY LRYD RYDL YDLP DLPP LPPI PPIE PIED IEDE EDET DETP ETPA TPAL PALW ALWE LWER WERI ERIG RIGS IGSW GSWL SWLS WLSR LSRL SRLF RLFY LFYG FYGG YGGG GGGL GGLP GLPL LPLY PLYQ LYQE YQEQ QEQP EQPG QPGG PGGN GGNG GNGL NGLA GLAY LAYQ AYQE YQEI QEIV EIVK IVKA VKAL KALS ALSG LSGS SGSP GSPQ SPQM PQMA QMAQ MAQR AQRR QRRN RRNQ RNQR NQRG QRGE RGEL GELI,VFG011631,VFC0086
MRTL RTLV TLVM LVMV VMVA MVAC VACA ACAV CAVS AVSL VSLA SLAA LAAC AACS ACSS CSSP SSPP SPPK PPKP PKPP KPPT PPTV PTVS TVSG VSGR SGRH GRHR RHRI HRIP RIPI IPIN PINS INSP NSPA SPAA PAAQ AAQE AQEE QEEL EELR ELRL LRLQ RLQV LQVF QVFP VFPQ FPQE PQEP QEPT EPTA PTAQ TAQA AQAT QATM ATMW TMWP MWPA WPAR PARP ARPP RPPK PPKQ PKQT KQTV QTVN TVNV VNVY NVYF VYFP YFPQ FPQD PQDV QDVT DVTV VTVF TVFR VFRP FRPT RPTS PTSA TSAQ SAQI AQIN QINQ INQL NQLH QLHT LHTL HTLL TLLW LLWP LWPV WPVP PVPK VPKH PKHI KHIN HINV INVR NVRG VRGL RGLT GLTD LTDN TDNS DNSC NSCP SCPP CPPP PPPG PPGD PGDT GDTQ DTQV TQVA QVAR VARV ARVR RVRA VRAL RALA ALAI LAIY AIYN IYNW YNWL NWLI WLIN LINQ INQG NQGV QGVP GVPA VPAS PASR ASRI SRIT RITI ITIS TISY ISYA SYAP YAPV APVK PVKD VKDY KDYA DYAS YASN ASNA SNAP NAPL APLS PLSP LSPG SPGR PGRV GRVL RVLN VLNR LNRR NRRV RRVD RVDI VDIE DIEI IEIL EILR ILRK,VFG041369,VFC0258
MKEW KEWL EWLS WLSG LSGI SGII GIIG IIGE IGES GESA ESAA SAAN AANI ANIV NIVG IVGF VGFV GFVL FVLI VLIF LIFA IFAI FAII AIIL IILG ILGG LGGI GGIF GIFV IFVV FVVL VVLG VLGI LGII GIIR IIRR IRRF RRFS RFSG FSGG SGGT GGTF GTFV TFVS FVSS VSSG SSGR SGRM GRMR RMRQ MRQP RQPR QPRL PRLS RLSV LSVM SVMD VMDA MDAA DAAA AAAV AAVD AVDS VDSR DSRR SRRK RRKL RKLV KLVL LVLI VLIR LIRR IRRD RRDD RDDV DDVE DVEH VEHL EHLL HLLL LLLI LLIG LIGG IGGP GGPT GPTD PTDV TDVV DVVV VVVE VVEQ VEQN EQNI QNIV NIVL IVLE VLES LESR ESRA SRAG RAGT AGTH GTHA THAP HAPG APGT PGTH GTHA THAL HALG ALGT LGTH GTHA THAQ HAQS AQSS QSSR SSRI SRIE RIEP IEPE EPEH PEHI EHIE HIER IERF ERFR RFRQ FRQH RQHE QHEV HEVL EVLA VLAN LANE ANEK NEKT EKTE KTER TERP ERPA RPAL PALS ALSV LSVQ SVQS VQSQ QSQP SQPG QPGD PGDE GDER DERE EREE REET EETI ETIQ TIQL IQLS QLSS LSSA SSAI SAIA AIAA IAAP AAPV APVY PVYR VYRK YRKP RKPE KPEP PEPP EPPK PPKA PKAE KAEN AENV ENVR NVRP VRPA RPAP PAPS APSE PSEP SEPA EPAP PAPM APMR PMRA MRAP RAPQ APQP PQPP QPPV PPVT PVTP VTPP TPPP PPPA PPAA PAAP AAPR APRP PRPE RPEA PEAP EAPA APAS PASQ ASQV SQVS QVSE VSEP SEPH EPHP PHPR HPRP PRPA RPAS PASN ASNY SNYP NYPS YPSQ PSQP SQPR QPRT PRTV RTVL TVLP VLPP LPPR PPRP PRPA RPAP PAPS APSA PSAA SAAP AAPN APNS PNSV NSVR SVRA VRAH RAHP AHPA,VFG041432,VFC0258
MPIY PIYA IYAY YAYN AYNG YNGH NGHK GHKP HKPQ KPQF PQFA QFAD FADR ADRE DRES RESN ESNW SNWI NWIA WIAP IAPD APDA PDAT DATL ATLI TLIG LIGK IGKV GKVV KVVV VVVG VVGE VGEN GENA ENAG NAGF AGFW GFWF FWFG WFGA FGAV GAVL AVLR VLRG LRGD RGDN GDNE DNEP NEPI EPIT PITI ITIG TIGA IGAD GADT ADTN DTNV TNVQ NVQE VQEQ QEQT EQTI QTIM TIMH IMHT MHTD HTDI TDIG DIGF IGFP GFPL FPLT PLTI LTIG TIGA IGAG GAGC AGCT GCTI CTIG TIGH IGHR GHRA HRAI RAIL AILH ILHG LHGC HGCT GCTI CTIG TIGE IGEN GENT ENTL NTLI TLIG LIGM IGMG GMGA MGAI GAIV AIVL IVLN VLNG LNGA NGAK GAKV AKVG KVGK VGKN GKNC KNCL NCLI CLIG LIGA IGAG GAGT AGTL GTLV TLVK LVKE VKEG KEGM EGME GMEI MEIP EIPD IPDN PDNS DNSL NSLV SLVV LVVG VVGS VGSP GSPA SPAR PARV ARVL RVLR VLRQ LRQL RQLD QLDD LDDA DDAA DAAV AAVE AVEK VEKL EKLR KLRA LRAS RASA ASAK SAKH AKHY KHYV HYVE YVER VERG ERGH RGHS GHSF HSFM SFMR FMRG MRGM RGME GMEP MEPA,VFG045340,VFC0258
